OID_,OID1,ID,COMID,Latitude,Longitude,Year,LifeStage,Count,PresAbs,NEAR_FID,NEAR_DIST,pointid,grid_code,Ras_Lat,Ras_Long
30,,U217,20330878,33.103040669999999,-116.871261000000004,2012,BUMIcount,1,1.000000000000000,10205,57.800566358505861,10205,20330878,33.103512639999998,-116.871499760000006
31,,U218,20332700,32.923670670000000,-116.559775000000002,2009,BUMIcount,1,1.000000000000000,12796,66.113505311428398,12796,20332676,32.924199379999997,-116.559447250000005
32,,U219,20332676,32.924991570000003,-116.561032100000006,2009,BUMIcount,0,0.000000000000000,12778,124.921868398208574,12778,20332676,32.926010949999998,-116.561577430000000
33,,U220,20332674,32.932020670000000,-116.553818300000003,2009,BUMIcount,1,1.000000000000000,12688,102.688874275504233,12688,20332674,32.931392760000001,-116.552993749999999
34,,U228,22549465,33.458974689999998,-116.971999100000005,2005,BUMIcount,4,1.000000000000000,4023,13.308462963613838,4023,22549465,33.458962569999997,-116.972130129999996
35,,U229,22549465,33.457142030000000,-116.970708999999999,2005,BUMIcount,5,1.000000000000000,4052,66.811981422194521,4052,22549515,33.457158130000003,-116.969978569999995
36,,U230,22549515,33.455222399999997,-116.969694899999993,2005,BUMIcount,4,1.000000000000000,4084,31.421523090705168,4084,22549515,33.455354190000001,-116.969979190000004
37,,U241,20348679,33.548460919999997,-117.378352899999996,2005,BUMIcount,0,0.000000000000000,1935,88.379282134150486,1935,20348679,33.548581249999998,-117.379281090000006
38,,U244,22545417,33.528674189999997,-117.274378600000006,2005,BUMIcount,0,0.000000000000000,2508,76.506030136293134,2508,22545417,33.529016740000003,-117.273654719999996
39,,U245,22545417,33.528750189999997,-117.276912999999993,2005,BUMIcount,0,0.000000000000000,2506,102.748616113952508,2506,22545417,33.529007149999998,-117.277962489999993
40,,U246,22545417,33.529679399999999,-117.279197100000005,2005,BUMIcount,0,0.000000000000000,2505,114.160456295804323,2505,22545417,33.529002290000001,-117.280116379999996
41,,U252,22549465,33.463187019999999,-116.972563300000004,2005,BUMIcount,1,1.000000000000000,3950,78.358657336472916,3950,22549465,33.462570460000002,-116.972128970000000
42,,U253,22549465,33.461011030000002,-116.972646800000007,2005,BUMIcount,1,1.000000000000000,3986,53.954503108454361,3986,22549465,33.460766520000000,-116.972129550000005
43,,U254,948070506,33.469416670000001,-116.977158299999999,2003,BUMIcount,2,1.000000000000000,3758,78.376878497791850,3758,948070506,33.469787109999999,-116.976431550000001
44,,U255,22545387,33.577768280000001,-117.154330400000006,2005,BUMIcount,0,0.000000000000000,1213,90.836762379747555,1213,22545387,33.577927350000003,-117.155277459999994
45,,U266,20348623,33.556947240000000,-117.399737599999995,2005,BUMIcount,0,0.000000000000000,1686,115.085475354005808,1686,20348623,33.557539700000000,-117.398711629999994
46,,U267,20348623,33.557913130000003,-117.400920999999997,2005,BUMIcount,0,0.000000000000000,1685,41.826263835939379,1685,20348623,33.557532739999999,-117.400866190000002
47,,U268,22549515,33.455933190000003,-116.969859799999995,2005,BUMIcount,0,0.000000000000000,4084,64.813714798611912,4084,22549515,33.455354190000001,-116.969979190000004
48,,U269,22549515,33.452041020000003,-116.969183299999997,2005,BUMIcount,0,0.000000000000000,4149,81.770890940349375,4149,22549515,33.451746300000003,-116.969980440000000
49,,U270,20348383,33.608325129999997,-117.441720200000006,2005,BUMIcount,0,0.000000000000000,547,56.788095619466795,547,20348383,33.607901290000001,-117.442060260000005
50,,U282,22545415,33.531198179999997,-117.268873600000006,2006,BUMIcount,0,0.000000000000000,2450,60.825916922364961,2450,22545415,33.530830080000001,-117.269352540000000
51,,U285,22545415,33.535100399999997,-117.267470500000002,2006,BUMIcount,0,0.000000000000000,2345,75.994613004777989,2345,22545415,33.534442550000001,-117.267209710000003
52,,U286,22547085,33.546454179999998,-117.261404200000001,2006,BUMIcount,0,0.000000000000000,2008,90.097261686208071,2008,22547085,33.547083620000002,-117.260785560000002
53,,U291,22549515,33.453751609999998,-116.969589299999996,2007,BUMIcount,0,0.000000000000000,4120,43.283365408032580,4120,22549515,33.453550239999998,-116.969979809999998
54,,U292,22545415,33.529494600000000,-117.270851399999998,2007,BUMIcount,0,0.000000000000000,2509,80.419499283857590,2509,22545417,33.529021479999997,-117.271500840000002
55,,U295,20348645,33.553477340000001,-117.384235500000003,2007,BUMIcount,0,0.000000000000000,1780,79.784228663445347,1780,20348645,33.553979609999999,-117.383613699999998
56,,U296,20348369,33.607633149999998,-117.432806700000000,2007,BUMIcount,0,0.000000000000000,549,68.435808831199040,549,20348369,33.607931800000003,-117.433437029999993
57,,U297,20348647,33.551379429999997,-117.388678600000006,2007,BUMIcount,0,0.000000000000000,1830,111.807366712469545,1830,20348647,33.552162310000000,-117.387914600000002
58,,U299,20348769,33.532954590000003,-117.430770400000000,2005,BUMIcount,0,0.000000000000000,2392,86.716379276460941,2392,20348769,33.532177269999998,-117.430904670000004
59,,U300,20348751,33.531954949999999,-117.407981399999997,2007,BUMIcount,0,0.000000000000000,2395,78.194873281569386,2395,20348749,33.532257440000002,-117.407211419999996
60,,U302,20348891,33.524322009999999,-117.403073199999994,2007,BUMIcount,0,0.000000000000000,2610,83.818089147604667,2610,20348891,33.525056020000001,-117.402870080000000
61,,U304,20348891,33.511530850000000,-117.379491500000000,2007,BUMIcount,0,0.000000000000000,2893,97.641311538225196,2893,20348891,33.510699729999999,-117.379115740000003
62,,U305,22548423,33.432166459999998,-117.197180000000003,2007,BUMIcount,0,0.000000000000000,4522,93.645886718593474,4522,22548423,33.431748399999996,-117.198046649999995
63,,U306,22548423,33.441713630000002,-117.194453499999995,2007,BUMIcount,0,0.000000000000000,4318,115.008419569063747,4318,22548423,33.442578820000001,-117.193767719999997
64,,U307,22548423,33.437610800000002,-117.196585299999995,2007,BUMIcount,0,0.000000000000000,4430,78.977939962496905,4430,22548423,33.437163630000001,-117.195907320000003
65,,U308,22548423,33.439459149999998,-117.195599700000002,2007,BUMIcount,0,0.000000000000000,4390,61.782039418470177,4390,22548423,33.438967570000003,-117.195911379999998
66,,U309,22548423,33.435439260000003,-117.197464699999998,2007,BUMIcount,0,0.000000000000000,4463,56.635352534021685,4463,22548423,33.435356280000001,-117.198054850000005
67,,U311,22545417,33.529110430000003,-117.272868000000003,2008,BUMIcount,0,0.000000000000000,2508,74.814736757747070,2508,22545417,33.529016740000003,-117.273654719999996
68,,U312,22545415,33.530270880000003,-117.270157699999999,2008,BUMIcount,0,0.000000000000000,2450,96.618274771892388,2450,22545415,33.530830080000001,-117.269352540000000
69,,U313,22545415,33.537053559999997,-117.265536699999998,2008,BUMIcount,0,0.000000000000000,2296,98.349606781506594,2296,22545415,33.536251080000000,-117.265061189999997
70,,U314,22549465,33.463940000000001,-116.972160000000002,2003,BUMIcount,1,1.000000000000000,3893,48.734143195079710,3893,948070506,33.464374399999997,-116.972128389999995
71,,U315,20348679,33.547856770000003,-117.373898400000002,2005,BUMIcount,0,0.000000000000000,1938,129.353272369466708,1938,20348679,33.548600880000002,-117.372818039999999
72,,U320,20348679,33.547547039999998,-117.369915100000000,2005,BUMIcount,0,0.000000000000000,1997,107.673018633264519,1997,20348679,33.546803470000000,-117.370655990000003
73,,U321,22545381,33.540892460000002,-117.263394300000002,2005,BUMIcount,0,0.000000000000000,2153,96.377426652906166,2153,22545381,33.541667369999999,-117.262923509999993
74,,U322,22545381,33.542038089999998,-117.263322400000007,2005,BUMIcount,0,0.000000000000000,2153,54.182610189324329,2153,22545381,33.541667369999999,-117.262923509999993
75,,U323,22547085,33.545403810000003,-117.262653999999998,2005,BUMIcount,0,0.000000000000000,2061,30.419121149688895,2061,22547085,33.545275169999996,-117.262934430000001
76,,U324,22547085,33.546081850000000,-117.261909200000005,2005,BUMIcount,0,0.000000000000000,2061,131.054261426956771,2061,22547085,33.545275169999996,-117.262934430000001
77,,U325,20348679,33.546792349999997,-117.367965200000000,2005,BUMIcount,0,0.000000000000000,1998,50.979873396038109,1998,20348679,33.546809900000000,-117.368501679999994
78,,U327,22547085,33.547669159999998,-117.259617300000002,2006,BUMIcount,0,0.000000000000000,2009,110.717109338992884,2009,22547085,33.547088140000000,-117.258631230000006
79,,U328,20348657,33.552353510000003,-117.395456400000000,2006,BUMIcount,1,1.000000000000000,1827,101.623381909059489,1827,20348657,33.552141890000001,-117.394377899999995
80,,U329,20348369,33.610372599999998,-117.433477999999994,2006,BUMIcount,0,0.000000000000000,525,70.107358374243617,525,20348369,33.609735649999998,-117.433446050000001
81,,U330,22547085,33.546454179999998,-117.261404200000001,2006,BUMIcount,0,0.000000000000000,2008,90.097261686208071,2008,22547085,33.547083620000002,-117.260785560000002
82,,U334,22545415,33.534582600000000,-117.267020099999996,2006,BUMIcount,0,0.000000000000000,2345,23.979579938200871,2345,22545415,33.534442550000001,-117.267209710000003
83,,U335,22545415,33.532621929999998,-117.267410600000005,2006,BUMIcount,0,0.000000000000000,2401,18.213603103433098,2401,22545415,33.532638650000003,-117.267204160000006
84,,U342,20348669,33.549597710000000,-117.353361800000002,2007,BUMIcount,0,0.000000000000000,1884,96.654815072482990,1884,20348669,33.550461630000001,-117.353436209999998
85,,U343,20348677,33.546711469999998,-117.356511600000005,2007,BUMIcount,0,0.000000000000000,2004,87.174770366034977,2004,20348677,33.546847700000001,-117.355575830000006
86,,U348,20348835,33.519109350000001,-117.432028700000004,2007,BUMIcount,0,0.000000000000000,2724,103.078431674966666,2724,20348835,33.519542659999999,-117.432995669999997
87,,U349,20348807,33.524524309999997,-117.427041200000005,2007,BUMIcount,0,0.000000000000000,2608,66.760512264352286,2608,20348807,33.524976700000003,-117.426561379999995
88,,U357,22545417,33.528981289999997,-117.278214700000007,2005,BUMIcount,0,0.000000000000000,2506,22.564536209132502,2506,22545417,33.529007149999998,-117.277962489999993
89,,U358,22548373,33.450112990000001,-117.200269100000000,2005,BUMIcount,0,0.000000000000000,4168,35.940285173833679,4168,22548373,33.449784309999998,-117.200239580000002
90,,U359,22548333,33.452225200000001,-117.199560199999993,2005,BUMIcount,0,0.000000000000000,4142,95.337831502012051,4142,22548333,33.451588240000000,-117.200243729999997
91,,U361,20348679,33.550338119999999,-117.383408299999999,2005,BUMIcount,0,0.000000000000000,1883,19.185163003258527,1883,20348679,33.550371859999998,-117.383597760000001
92,,U362,22545417,33.528837750000001,-117.273818500000004,2005,BUMIcount,0,0.000000000000000,2508,24.781307996286912,2508,22545417,33.529016740000003,-117.273654719999996
93,,U363,22545417,33.528627219999997,-117.276556799999994,2005,BUMIcount,0,0.000000000000000,2507,80.864050850674076,2507,22545417,33.529011959999998,-117.275808609999999
94,,U367,20348437,33.606339409999997,-117.432553999999996,2000,BUMIcount,0,0.000000000000000,579,85.330850076839241,579,20348369,33.606127950000001,-117.433428000000006
95,,U375,20348645,33.555393359999997,-117.381421500000002,2007,BUMIcount,0,0.000000000000000,1732,44.849251856539134,1732,20348645,33.555790139999999,-117.381467150000006
96,,U380,20348711,33.546822409999997,-117.351963299999994,2007,BUMIcount,0,0.000000000000000,2006,63.683331684566781,2006,20348711,33.546860000000002,-117.351267210000003
97,,U381,20348711,33.545303939999997,-117.348284500000005,2007,BUMIcount,0,0.000000000000000,2059,81.684301905318350,2059,20348711,33.545062199999997,-117.349105640000005
98,,U385,20348903,33.506166559999997,-117.365725699999999,2007,BUMIcount,0,0.000000000000000,2988,101.892022228780519,2988,20348903,33.505326920000002,-117.366172480000003
99,,U386,22545417,33.528674189999997,-117.274378600000006,2007,BUMIcount,0,0.000000000000000,2508,76.506030136293134,2508,22545417,33.529016740000003,-117.273654719999996
100,,U387,22545417,33.528750189999997,-117.276912999999993,2007,BUMIcount,0,0.000000000000000,2506,102.748616113952508,2506,22545417,33.529007149999998,-117.277962489999993
101,,U388,22545417,33.529679399999999,-117.279197100000005,2007,BUMIcount,0,0.000000000000000,2505,114.160456295804323,2505,22545417,33.529002290000001,-117.280116379999996
102,,U389,22545417,33.529160789999999,-117.278608300000002,2007,BUMIcount,0,0.000000000000000,2506,61.122306257836847,2506,22545417,33.529007149999998,-117.277962489999993
103,,U392,20348647,33.551547630000002,-117.388902099999996,2005,BUMIcount,0,0.000000000000000,1830,113.659559141508979,1830,20348647,33.552162310000000,-117.387914600000002
104,,U393,20348647,33.551290360000003,-117.386089400000003,2005,BUMIcount,0,0.000000000000000,1831,102.288699466184454,1831,20348647,33.552169040000003,-117.385760169999998
105,,U394,20348679,33.550529040000001,-117.383648800000003,2005,BUMIcount,0,0.000000000000000,1883,17.274272675192961,1883,20348679,33.550371859999998,-117.383597760000001
106,,U395,20348679,33.548714050000001,-117.381397600000000,2005,BUMIcount,0,0.000000000000000,1934,15.620619625642865,1934,20348679,33.548574639999998,-117.381435440000004
107,,U396,20348643,33.553341619999998,-117.392044900000002,2005,BUMIcount,0,0.000000000000000,1828,132.903076536554380,1828,20348647,33.552148729999999,-117.392223470000005
108,,U397,20348759,33.530314390000001,-117.407998500000005,2005,BUMIcount,0,0.000000000000000,2447,74.486114417909789,2447,20348759,33.530453559999998,-117.407202960000006
109,,U398,20348759,33.531130089999998,-117.407715100000004,2005,BUMIcount,0,0.000000000000000,2447,87.763552787310019,2447,20348759,33.530453559999998,-117.407202960000006
110,,U399,20348891,33.511492529999998,-117.379986900000006,2005,BUMIcount,0,0.000000000000000,2893,118.318590984956060,2893,20348891,33.510699729999999,-117.379115740000003
111,,U400,20348437,33.606869390000000,-117.432110499999993,2005,BUMIcount,0,0.000000000000000,579,147.929573369134090,579,20348369,33.606127950000001,-117.433428000000006
112,,U404,20348369,33.609158409999999,-117.433082999999996,2005,BUMIcount,0,0.000000000000000,525,73.320333280557449,525,20348369,33.609735649999998,-117.433446050000001
113,,U405,22545437,33.525767389999999,-117.275443100000004,2005,BUMIcount,0,0.000000000000000,2613,52.288393715189116,2613,22545437,33.525404160000001,-117.275797150000002
114,,U410,20348657,33.552553490000001,-117.395393700000000,2006,BUMIcount,0,0.000000000000000,1827,103.522378577573875,1827,20348657,33.552141890000001,-117.394377899999995
115,,U411,22545393,33.538188730000002,-117.264926299999999,2006,BUMIcount,0,0.000000000000000,2249,20.109259759745918,2249,22545393,33.538054979999998,-117.265066700000006
116,,U412,22545415,33.536196629999999,-117.266040300000000,2006,BUMIcount,0,0.000000000000000,2296,90.035650961869138,2296,22545415,33.536251080000000,-117.265061189999997
117,,U424,22545383,33.540301730000003,-117.266432100000003,2006,BUMIcount,0,0.000000000000000,2202,134.236364082730347,2202,22545393,33.539858879999997,-117.265072200000006
118,,U425,20348425,33.607766210000001,-117.438816399999993,2006,BUMIcount,0,0.000000000000000,548,103.359176039355020,548,20348383,33.607908969999997,-117.439904450000000
119,,U432,22548327,33.457627490000000,-117.167614799999996,2005,BUMIcount,0,0.000000000000000,4045,72.467424815243888,4045,22548327,33.457047979999999,-117.167974400000006
120,,U457,20325583,32.590325999999997,-116.732697500000000,2010,BUMIcount,0,0.000000000000000,17965,117.219016700829940,17965,20325583,32.590926699999997,-116.733709719999993
121,,U458,20329736,33.113316500000003,-116.715469499999998,2010,BUMIcount,2,1.000000000000000,10056,95.317268106738098,10056,20329736,33.114077250000001,-116.714992690000003
122,,U459,20329736,33.110816000000000,-116.718031499999995,2010,BUMIcount,2,1.000000000000000,10120,89.503256004876064,10120,20329736,33.110474089999997,-116.717147960000005
123,,U462,20329972,33.020150999999998,-116.719821999999994,2010,BUMIcount,0,0.000000000000000,11408,26.113930634941017,11408,20329972,33.020277180000001,-116.719577779999995
124,,U464,20329784,33.092219999999998,-116.957984999999994,2010,BUMIcount,0,0.000000000000000,10343,90.064760761208845,10343,20329784,33.092747260000003,-116.957243770000005
125,,U465,20329810,33.084769999999999,-116.988105000000004,2010,BUMIcount,0,0.000000000000000,10492,116.318980340207133,10492,20329810,33.085537739999999,-116.987249750000004
126,,U466,20329822,33.081400330000001,-116.995345999999998,2010,BUMIcount,0,0.000000000000000,10546,147.910132808353666,10546,20329822,33.080126170000000,-116.995822149999995
127,,U467,20329858,33.080207399999999,-116.987869700000005,2010,BUMIcount,3,1.000000000000000,10550,57.316621521839153,10550,20329858,33.080125590000002,-116.987250529999997
128,,U468,20329858,33.075056879999998,-116.979406299999994,2010,BUMIcount,3,1.000000000000000,10591,76.567953551711582,10591,20329858,33.074712259999998,-116.978680220000001
129,,U469,20329822,33.080860000000001,-116.992604299999996,2010,BUMIcount,1,1.000000000000000,10548,127.477521143838501,10548,20329822,33.080125950000003,-116.991536339999996
130,,U470,20326433,32.573790000000002,-116.756614999999996,2003,BUMIcount,2,1.000000000000000,18135,109.946389903360696,18135,20326433,32.572932389999998,-116.757201150000000
131,,U471,20326433,32.573790000000002,-116.756614999999996,2003,BUMIcount,2,1.000000000000000,18135,109.946389903360696,18135,20326433,32.572932389999998,-116.757201150000000
132,,U472,20350845,33.449498570000003,-117.570115700000002,2003,BUMIcount,7,1.000000000000000,4161,98.318550040051534,4161,20350845,33.448634210000002,-117.570363860000000
133,,U473,20332896,32.895051109999997,-116.596168899999995,2006,BUMIcount,0,0.000000000000000,13216,49.784101981409151,13216,20332896,32.895457360000002,-116.595942760000000
134,,U474,20332896,32.900048329999997,-116.587731700000006,2006,BUMIcount,0,0.000000000000000,13124,116.159455925572857,13124,20332896,32.899037540000002,-116.587372459999997
135,,U475,20332896,32.899030000000003,-116.585386700000001,2006,BUMIcount,0,0.000000000000000,13125,13.190299990874660,13125,20332896,32.899030470000000,-116.585233990000006
136,,U476,20332896,32.883519999999997,-116.600269999999995,2006,BUMIcount,0,0.000000000000000,13470,74.575890884015877,13470,20332896,32.882842660000001,-116.600276249999993
137,,U477,20332896,32.871760000000002,-116.607969999999995,2006,BUMIcount,0,0.000000000000000,13645,91.703073483510991,13645,20332896,32.872045290000003,-116.608876159999994
138,,U478,20332896,32.878118330000000,-116.604134999999999,2006,BUMIcount,0,0.000000000000000,13543,85.476468548544773,13543,20332896,32.877444050000001,-116.604576469999998
139,,U479,20332896,32.871487000000002,-116.611069799999996,2009,BUMIcount,1,1.000000000000000,13676,136.876863112060164,13676,20332896,32.870247880000001,-116.611021879999996
140,,U481,20330938,33.106071999999998,-116.762834999999995,2009,BUMIcount,1,1.000000000000000,10171,116.063757388243772,10171,20330938,33.106960070000000,-116.762173680000004
141,,U482,20326433,32.573683330000001,-116.756383299999996,2002,BUMIcount,1,1.000000000000000,18135,113.606940974919638,18135,20326433,32.572932389999998,-116.757201150000000
142,,U483,20329736,33.112945330000002,-116.710082000000000,2002,BUMIcount,4,1.000000000000000,10091,95.983208553693217,10091,20329736,33.112263349999999,-116.710711200000006
143,,U484,20350799,33.452280000000002,-117.569310000000002,2010,BUMIcount,1,1.000000000000000,4090,98.773462314727084,4090,20350801,33.452251799999999,-117.568235569999999
144,,U485,20343003,33.350475000000003,-116.665305000000004,2010,BUMIcount,1,1.000000000000000,6083,51.763990834976497,6083,20343003,33.350275779999997,-116.664787300000000
145,,U486,20343009,33.349265000000003,-116.666965000000005,2010,BUMIcount,0,0.000000000000000,6114,86.759877831434096,6114,20343009,33.348477619999997,-116.666943630000006
146,,U487,20343137,33.320760000000000,-116.688294999999997,2010,BUMIcount,0,0.000000000000000,6638,83.066064083010218,6638,20343137,33.321474139999999,-116.688534160000003
147,,U488,20343137,33.330565000000000,-116.685370000000006,2013,BUMIcount,0,0.000000000000000,6457,92.936773929803806,6457,20343137,33.330488500000001,-116.686353080000004
148,,U489,22549155,33.299750000000003,-117.366159999999994,2013,BUMIcount,1,1.000000000000000,6998,78.277387728085742,6998,22549155,33.299679820000001,-117.365310840000006
149,,U490,20329786,33.091733329999997,-116.895949999999999,2003,BUMIcount,1,1.000000000000000,10388,120.531758903362714,10388,20329786,33.090906410000002,-116.895092899999995
150,,U491,22549155,33.299210420000001,-117.364977100000004,2003,BUMIcount,9,1.000000000000000,6998,61.645576289631535,6998,22549155,33.299679820000001,-117.365310840000006
151,,U492,20350933,33.411400000000000,-117.578310000000002,2003,BUMIcount,3,1.000000000000000,4881,85.164404815653668,4881,20350933,33.410713289999997,-117.578719649999996
152,,U494,20350977,33.396729999999998,-117.488590000000002,2003,BUMIcount,5,1.000000000000000,5221,26.438250291303927,5221,20350977,33.396670649999997,-117.488301239999998
153,,U495,22549117,33.338055560000001,-117.330333300000007,2003,BUMIcount,3,1.000000000000000,6284,83.085884764016583,6284,22549117,33.337659119999998,-117.331082550000005
154,,U496,22549111,33.381245000000000,-117.302454999999995,2003,BUMIcount,2,1.000000000000000,5554,82.633176022917425,5554,22549111,33.381025160000000,-117.303293659999994
155,,U498,22548503,33.394273329999997,-117.278383300000002,2003,BUMIcount,4,1.000000000000000,5309,136.769099469450026,5309,22548503,33.393708289999999,-117.279681589999996
156,,U499,22548507,33.390915810000003,-117.319366000000002,2004,BUMIcount,35,1.000000000000000,5336,147.996673851042942,5336,22548507,33.391805540000000,-117.320535149999998
157,,U500,20350845,33.449525000000001,-117.571066700000003,2004,BUMIcount,1,1.000000000000000,4161,117.351470978156129,4161,20350845,33.448634210000002,-117.570363860000000
158,,U502,20350759,33.469216670000002,-117.475783300000003,2004,BUMIcount,0,0.000000000000000,3737,37.253323564372891,3737,20350759,33.468876260000002,-117.475791430000001
159,,U503,20350761,33.468400000000003,-117.477908299999996,2004,BUMIcount,0,0.000000000000000,3736,52.606277606752464,3736,20350773,33.468867979999999,-117.477943780000004
160,,U504,20351625,33.387383329999999,-117.545599999999993,2004,BUMIcount,1,1.000000000000000,5412,67.205045170102238,5412,20351625,33.387409179999999,-117.546309629999996
161,,U505,20351617,33.398262500000001,-117.501091700000003,2004,BUMIcount,4,1.000000000000000,5180,22.238621497875517,5180,20351617,33.398423090000001,-117.501214939999997
162,,U506,22549113,33.389370180000000,-117.319922199999993,2004,BUMIcount,55,1.000000000000000,5381,91.010531309179086,5381,22548507,33.390001609999999,-117.320528530000004
163,,U507,22549111,33.362083329999997,-117.321866700000001,2004,BUMIcount,2,1.000000000000000,5837,116.617580453584168,5837,22549113,33.362936970000000,-117.322579059999995
164,,U508,20351605,33.469644440000003,-117.474555600000002,2004,BUMIcount,1,1.000000000000000,3690,142.940203753140281,3690,20351605,33.470688379999999,-117.473648900000001
165,,U509,22548507,33.391052649999999,-117.319973000000005,2004,BUMIcount,65,1.000000000000000,5336,99.540803463076230,5336,22548507,33.391805540000000,-117.320535149999998
166,,U510,20350879,33.420877779999998,-117.532822199999998,2004,BUMIcount,3,1.000000000000000,4688,127.624662641570140,4688,20350879,33.419935140000000,-117.533606190000000
167,,U511,20350933,33.409466670000000,-117.578466700000007,2004,BUMIcount,1,1.000000000000000,4916,65.610992992056495,4916,20350933,33.408909430000001,-117.578707679999994
168,,U512,20350845,33.447519999999997,-117.569649999999996,2005,BUMIcount,4,1.000000000000000,4186,100.845984148133411,4186,20350845,33.446830349999999,-117.570352049999997
