OID_,OID1,ID,COMID,Latitude,Longitude,Year,LifeStage,Count,PresAbs,NEAR_FID,NEAR_DIST,pointid,grid_code,Ras_Lat,Ras_Long
850,,U1493,22549155,33.294469999999997,-117.370549999999994,2005,BUMIcount,1,1.000000000000000,7115,91.782949336171939,7115,22549155,33.294255260000000,-117.369584450000005
851,,U1494,22549155,33.296430000000001,-117.369439999999997,2005,BUMIcount,1,1.000000000000000,7084,43.352674609374937,7084,22549155,33.296059219999997,-117.369592049999994
852,,U1495,22549155,33.299750000000003,-117.366159999999994,2005,BUMIcount,1,1.000000000000000,6998,78.277387728085742,6998,22549155,33.299679820000001,-117.365310840000006
853,,U1496,22549113,33.366219999999998,-117.323539999999994,2005,BUMIcount,5,1.000000000000000,5765,94.404912768806497,5765,22549113,33.366544849999997,-117.322592380000003
854,,U1497,22549113,33.382750000000001,-117.320589999999996,2005,BUMIcount,12,1.000000000000000,5516,8.383665322577523,5516,22549113,33.382785869999999,-117.320502059999995
855,,U1498,22548507,33.391910000000003,-117.320800000000006,2005,BUMIcount,8,1.000000000000000,5336,25.981811758924142,5336,22548507,33.391805540000000,-117.320535149999998
856,,U1499,22548507,33.403199999999998,-117.320030000000003,2005,BUMIcount,4,1.000000000000000,5121,81.361724773528323,5121,22548507,33.402629130000001,-117.320574890000003
857,,U1500,22548471,33.410910000000001,-117.321500000000000,2005,BUMIcount,3,1.000000000000000,4892,116.154761762419284,4892,22548471,33.411648780000000,-117.320608019999995
858,,U1501,22549111,33.379620000000003,-117.306479999999993,2005,BUMIcount,2,1.000000000000000,5590,105.573199702338343,5590,22549111,33.379215940000002,-117.305437580000003
859,,U1502,22549111,33.384399999999999,-117.302470000000000,2005,BUMIcount,2,1.000000000000000,5485,83.178235490474577,5485,22549111,33.384633030000003,-117.303306190000001
860,,U1503,22549111,33.390479999999997,-117.294849999999997,2005,BUMIcount,2,1.000000000000000,5383,46.649958555170251,5383,22549111,33.390065569999997,-117.294723189999999
861,,U1504,22548503,33.390230000000003,-117.278630000000007,2005,BUMIcount,5,1.000000000000000,5384,98.813036437772851,5384,22548503,33.390100410000002,-117.279670039999999
862,,U1505,22548507,33.391910000000003,-117.320800000000006,2005,BUMIcount,6,1.000000000000000,5336,25.981811758924142,5336,22548507,33.391805540000000,-117.320535149999998
863,,U1506,22548471,33.410910000000001,-117.321500000000000,2005,BUMIcount,2,1.000000000000000,4892,116.154761762419284,4892,22548471,33.411648780000000,-117.320608019999995
864,,U1507,22549111,33.361930000000001,-117.321929999999995,2005,BUMIcount,3,1.000000000000000,5869,106.861039603914620,5869,22549111,33.361133029999998,-117.322572410000006
865,,U1508,22549111,33.363329999999998,-117.320179999999993,2005,BUMIcount,1,1.000000000000000,5838,48.891605773955391,5838,22549111,33.362942539999999,-117.320429290000007
866,,U1509,22549113,33.386830000000003,-117.318830000000005,2005,BUMIcount,3,1.000000000000000,5450,63.287709403965863,5450,22549113,33.386399269999998,-117.318364939999995
867,,U1510,22549113,33.388069999999999,-117.320710000000005,2005,BUMIcount,1,1.000000000000000,5417,22.002115500770863,5417,22549113,33.388197669999997,-117.320521909999997
868,,U1511,22548507,33.389840000000000,-117.321740000000005,2005,BUMIcount,2,1.000000000000000,5380,90.222611894820119,5380,22548507,33.389996040000000,-117.322678969999998
869,,U1512,22548507,33.391910000000003,-117.320800000000006,2005,BUMIcount,2,1.000000000000000,5336,25.981811758924142,5336,22548507,33.391805540000000,-117.320535149999998
870,,U1513,22548503,33.390230000000003,-117.278630000000007,2005,BUMIcount,2,1.000000000000000,5384,98.813036437772851,5384,22548503,33.390100410000002,-117.279670039999999
871,,U1514,22549107,33.398840000000000,-117.267539999999997,2005,BUMIcount,8,1.000000000000000,5195,76.520249437727230,5195,22549107,33.399148519999997,-117.266794869999998
872,,U1515,22549107,33.395530000000001,-117.264589999999998,2005,BUMIcount,2,1.000000000000000,5275,5.597637618021231,5275,22549107,33.395545239999997,-117.264633259999997
873,,U1516,22549107,33.398080000000000,-117.262609999999995,2005,BUMIcount,7,1.000000000000000,5236,80.632366569961050,5236,22549107,33.397353750000001,-117.262488090000005
874,,U1517,20350789,33.460250000000002,-117.494090000000000,2005,BUMIcount,3,1.000000000000000,3968,108.941074314571722,3968,20350789,33.459781030000002,-117.495111240000000
875,,U1518,20350773,33.468460000000000,-117.479640000000003,2005,BUMIcount,1,1.000000000000000,3735,62.477567486308637,3735,20350773,33.468859660000000,-117.480096130000007
876,,U1519,20350759,33.469360000000002,-117.477549999999994,2005,BUMIcount,1,1.000000000000000,3736,65.874453330046478,3736,20350773,33.468867979999999,-117.477943780000004
877,,U1524,22549155,33.294469999999997,-117.370549999999994,2006,BUMIcount,1,1.000000000000000,7115,91.782949336171939,7115,22549155,33.294255260000000,-117.369584450000005
878,,U1525,22549155,33.296430000000001,-117.369439999999997,2006,BUMIcount,1,1.000000000000000,7084,43.352674609374937,7084,22549155,33.296059219999997,-117.369592049999994
879,,U1526,22549113,33.386830000000003,-117.318830000000005,2006,BUMIcount,2,1.000000000000000,5450,63.287709403965863,5450,22549113,33.386399269999998,-117.318364939999995
880,,U1527,22549113,33.388069999999999,-117.320710000000005,2006,BUMIcount,3,1.000000000000000,5417,22.002115500770863,5417,22549113,33.388197669999997,-117.320521909999997
881,,U1528,22548507,33.389840000000000,-117.321740000000005,2006,BUMIcount,4,1.000000000000000,5380,90.222611894820119,5380,22548507,33.389996040000000,-117.322678969999998
882,,U1529,20350845,33.443420000000003,-117.570530000000005,2006,BUMIcount,1,1.000000000000000,4264,27.677599925223500,4264,20350845,33.443222640000002,-117.570328439999997
883,,U1530,20350845,33.449520000000000,-117.570589999999996,2006,BUMIcount,54,1.000000000000000,4161,99.680988715346146,4161,20350845,33.448634210000002,-117.570363860000000
884,,U1531,22549155,33.277040000000000,-117.377229999999997,2006,BUMIcount,55,1.000000000000000,7551,124.550447118670334,7551,22549155,33.276189879999997,-117.378098960000003
885,,U1532,22549155,33.286740000000002,-117.375129999999999,2006,BUMIcount,51,1.000000000000000,7273,87.793453796082503,7273,22549155,33.287020120000001,-117.375997729999995
886,,U1533,22549155,33.288609999999998,-117.373930000000001,2006,BUMIcount,1,1.000000000000000,7224,25.613459484429377,7224,22549155,33.288830560000001,-117.373857520000001
887,,U1534,22549155,33.290529999999997,-117.372699999999995,2006,BUMIcount,10,1.000000000000000,7188,91.297297757198137,7188,22549155,33.290640949999997,-117.371717219999994
888,,U1535,22549155,33.297820000000002,-117.367469999999997,2006,BUMIcount,1,1.000000000000000,7039,6.056849165211231,7039,22549155,33.297869540000001,-117.367451489999993
889,,U1536,22549155,33.301330000000000,-117.364080000000001,2006,BUMIcount,13,1.000000000000000,6968,85.569732307338114,6968,22549155,33.301490070000000,-117.363170109999999
890,,U1537,22549155,33.303710000000002,-117.359570000000005,2006,BUMIcount,141,1.000000000000000,6939,76.983266006771785,6939,22549155,33.303306499999998,-117.358880979999995
891,,U1538,20350965,33.402490000000000,-117.584029999999998,2006,BUMIcount,2,1.000000000000000,5110,136.535037803955078,5110,20350967,33.401663710000001,-117.585111800000007
892,,U1539,20350963,33.407969999999999,-117.580219999999997,2006,BUMIcount,2,1.000000000000000,4962,113.236681000657896,4962,20350963,33.407095509999998,-117.580846510000001
893,,U1540,20350879,33.419719999999998,-117.535120000000006,2006,BUMIcount,2,1.000000000000000,4687,64.731984654457762,4687,20350879,33.419925870000000,-117.535757309999994
894,,U1541,20350879,33.419989999999999,-117.532439999999994,2006,BUMIcount,2,1.000000000000000,4689,90.568538328678883,4689,20350879,33.419944379999997,-117.531455070000007
895,,U1542,20350857,33.423270000000002,-117.529200000000003,2006,BUMIcount,1,1.000000000000000,4617,35.247272960329809,4617,20350859,33.423561329999998,-117.529325839999998
896,,U1543,20350895,33.417470000000002,-117.558300000000003,2006,BUMIcount,1,1.000000000000000,4731,114.338042362022989,4731,20350895,33.418027230000000,-117.557256920000000
897,,U1544,20350879,33.419519999999999,-117.537809999999993,2006,BUMIcount,2,1.000000000000000,4686,45.671367673925161,4686,20350879,33.419916559999997,-117.537908419999994
898,,U1551,20350963,33.406019999999998,-117.581329999999994,2007,BUMIcount,1,1.000000000000000,5031,91.958251091687941,5031,20350963,33.405291650000002,-117.580834499999995
899,,U1552,20350963,33.407969999999999,-117.580219999999997,2007,BUMIcount,1,1.000000000000000,4962,113.236681000657896,4962,20350963,33.407095509999998,-117.580846510000001
900,,U1553,22549155,33.294469999999997,-117.370549999999994,2007,BUMIcount,4,1.000000000000000,7115,91.782949336171939,7115,22549155,33.294255260000000,-117.369584450000005
901,,U1554,22549155,33.296430000000001,-117.369439999999997,2007,BUMIcount,6,1.000000000000000,7084,43.352674609374937,7084,22549155,33.296059219999997,-117.369592049999994
902,,U1555,20350879,33.419989999999999,-117.532439999999994,2007,BUMIcount,1,1.000000000000000,4689,90.568538328678883,4689,20350879,33.419944379999997,-117.531455070000007
903,,U1556,20350845,33.443420000000003,-117.570530000000005,2007,BUMIcount,2,1.000000000000000,4264,27.677599925223500,4264,20350845,33.443222640000002,-117.570328439999997
904,,U1557,20350845,33.445580000000000,-117.570110000000000,2007,BUMIcount,1,1.000000000000000,4222,64.866886964786588,4222,20350845,33.445026499999997,-117.570340239999993
905,,U1558,20350845,33.447519999999997,-117.569649999999996,2007,BUMIcount,1,1.000000000000000,4186,100.845984148133411,4186,20350845,33.446830349999999,-117.570352049999997
906,,U1559,20350845,33.449520000000000,-117.570589999999996,2007,BUMIcount,1,1.000000000000000,4161,99.680988715346146,4161,20350845,33.448634210000002,-117.570363860000000
907,,U1560,22548535,33.343200000000003,-117.331779999999995,2007,BUMIcount,1,1.000000000000000,6189,63.394115455969086,6189,22548535,33.343070959999999,-117.331103029999994
908,,U1561,22549117,33.349150000000002,-117.329310000000007,2007,BUMIcount,2,1.000000000000000,6093,78.795683771794344,6093,22549117,33.348488510000003,-117.328974090000003
909,,U1570,22549107,33.401739999999997,-117.258889999999994,2007,BUMIcount,1,1.000000000000000,5123,131.234703584565381,5123,22549107,33.402774600000001,-117.258202830000002
910,,U1580,20350879,33.419719999999998,-117.535120000000006,2008,BUMIcount,1,1.000000000000000,4687,64.731984654457762,4687,20350879,33.419925870000000,-117.535757309999994
911,,U1581,20350963,33.404170000000001,-117.582549999999998,2008,BUMIcount,1,1.000000000000000,5080,86.300873877652876,5080,20350963,33.403477690000003,-117.582973199999998
912,,U1582,20350963,33.407969999999999,-117.580219999999997,2008,BUMIcount,1,1.000000000000000,4962,113.236681000657896,4962,20350963,33.407095509999998,-117.580846510000001
913,,U1583,22549113,33.386830000000003,-117.318830000000005,2008,BUMIcount,5,1.000000000000000,5450,63.287709403965863,5450,22549113,33.386399269999998,-117.318364939999995
914,,U1584,22548507,33.389840000000000,-117.321740000000005,2008,BUMIcount,2,1.000000000000000,5380,90.222611894820119,5380,22548507,33.389996040000000,-117.322678969999998
915,,U1585,22548507,33.391910000000003,-117.320800000000006,2008,BUMIcount,14,1.000000000000000,5336,25.981811758924142,5336,22548507,33.391805540000000,-117.320535149999998
916,,U1586,20351625,33.387009999999997,-117.549030000000002,2008,BUMIcount,1,1.000000000000000,5411,67.875758007465507,5411,20351625,33.387399700000003,-117.548459940000001
917,,U1587,20351617,33.392930000000000,-117.505930000000006,2008,BUMIcount,1,1.000000000000000,5305,41.002029574585620,5305,20351617,33.392993969999999,-117.505484809999999
918,,U1588,20351617,33.397860000000001,-117.501270000000005,2008,BUMIcount,1,1.000000000000000,5180,63.092132985991007,5180,20351617,33.398423090000001,-117.501214939999997
919,,U1595,22549113,33.375109999999999,-117.323490000000007,2008,BUMIcount,300,1.000000000000000,5645,94.233884357962481,5645,22549113,33.375564550000000,-117.322625669999994
920,,U1596,22549113,33.382750000000001,-117.320589999999996,2008,BUMIcount,1,1.000000000000000,5516,8.383665322577523,5516,22549113,33.382785869999999,-117.320502059999995
921,,U1597,22548507,33.391910000000003,-117.320800000000006,2008,BUMIcount,1,1.000000000000000,5336,25.981811758924142,5336,22548507,33.391805540000000,-117.320535149999998
922,,U1598,22548507,33.393949999999997,-117.319879999999998,2008,BUMIcount,1,1.000000000000000,5306,72.878601068685484,5306,22548507,33.393609480000002,-117.320541779999999
923,,U1599,22548507,33.399320000000003,-117.321979999999996,2008,BUMIcount,20,1.000000000000000,5189,76.765576043659649,5189,22548507,33.399015700000000,-117.322712310000000
924,,U1600,22548507,33.403199999999998,-117.320030000000003,2008,BUMIcount,11,1.000000000000000,5121,81.361724773528323,5121,22548507,33.402629130000001,-117.320574890000003
925,,U1601,22548471,33.410910000000001,-117.321500000000000,2008,BUMIcount,1,1.000000000000000,4892,116.154761762419284,4892,22548471,33.411648780000000,-117.320608019999995
926,,U1602,22549155,33.297820000000002,-117.367469999999997,2008,BUMIcount,36,1.000000000000000,7039,6.056849165211231,7039,22549155,33.297869540000001,-117.367451489999993
927,,U1603,22549155,33.299750000000003,-117.366159999999994,2008,BUMIcount,35,1.000000000000000,6998,78.277387728085742,6998,22549155,33.299679820000001,-117.365310840000006
928,,U1604,22549155,33.301330000000000,-117.364080000000001,2008,BUMIcount,13,1.000000000000000,6968,85.569732307338114,6968,22549155,33.301490070000000,-117.363170109999999
929,,U1605,22549155,33.305000000000000,-117.357380000000006,2008,BUMIcount,50,1.000000000000000,6908,59.994298843978193,6908,22549155,33.305116640000001,-117.356740020000004
930,,U1606,22548559,33.311500000000002,-117.344020000000000,2008,BUMIcount,3,1.000000000000000,6777,97.605589471635312,6777,22548559,33.312368790000001,-117.343878239999995
931,,U1607,22548559,33.313920000000003,-117.339839999999995,2008,BUMIcount,1,1.000000000000000,6741,37.288532614042069,6741,22548559,33.314184560000001,-117.339588180000007
932,,U1608,22548555,33.318060000000003,-117.337879999999998,2008,BUMIcount,10,1.000000000000000,6681,47.954436247825015,6681,22548555,33.317798320000001,-117.337453499999995
933,,U1609,22548555,33.324779999999997,-117.336560000000006,2008,BUMIcount,8,1.000000000000000,6552,116.344144851684419,6552,22548555,33.325019949999998,-117.335332469999997
934,,U1610,22548507,33.391910000000003,-117.320800000000006,2008,BUMIcount,4,1.000000000000000,5336,25.981811758924142,5336,22548507,33.391805540000000,-117.320535149999998
935,,U1611,22548471,33.408870000000000,-117.320650000000001,2008,BUMIcount,5,1.000000000000000,4980,91.470995284445095,4980,22548471,33.408040919999998,-117.320594770000000
936,,U1612,22548471,33.410910000000001,-117.321500000000000,2008,BUMIcount,3,1.000000000000000,4892,116.154761762419284,4892,22548471,33.411648780000000,-117.320608019999995
937,,U1613,22549111,33.366840000000003,-117.317300000000003,2008,BUMIcount,1,1.000000000000000,5766,98.452203231348420,5766,22549111,33.366555949999999,-117.318292650000004
938,,U1614,22549113,33.388069999999999,-117.320710000000005,2008,BUMIcount,1,1.000000000000000,5417,22.002115500770863,5417,22549113,33.388197669999997,-117.320521909999997
939,,U1615,22548507,33.389840000000000,-117.321740000000005,2008,BUMIcount,3,1.000000000000000,5380,90.222611894820119,5380,22548507,33.389996040000000,-117.322678969999998
940,,U1616,22548507,33.391910000000003,-117.320800000000006,2008,BUMIcount,3,1.000000000000000,5336,25.981811758924142,5336,22548507,33.391805540000000,-117.320535149999998
941,,U1617,20350759,33.469360000000002,-117.477549999999994,2008,BUMIcount,1,1.000000000000000,3736,65.874453330046478,3736,20350773,33.468867979999999,-117.477943780000004
942,,U1622,22549161,33.272590000000001,-117.377809999999997,2008,BUMIcount,29,1.000000000000000,7621,26.580278507475974,7621,22549161,33.272581969999997,-117.378083410000002
943,,U1623,22549155,33.277040000000000,-117.377229999999997,2008,BUMIcount,7,1.000000000000000,7551,124.550447118670334,7551,22549155,33.276189879999997,-117.378098960000003
944,,U1624,22549155,33.282690000000002,-117.376450000000006,2008,BUMIcount,4,1.000000000000000,7377,91.093698696766722,7377,22549155,33.283412210000002,-117.375982260000001
945,,U1625,22549155,33.288609999999998,-117.373930000000001,2008,BUMIcount,5,1.000000000000000,7224,25.613459484429377,7224,22549155,33.288830560000001,-117.373857520000001
946,,U1626,22548555,33.328710000000001,-117.334239999999994,2008,BUMIcount,8,1.000000000000000,6468,96.250094372624176,6468,22548555,33.328633629999999,-117.333197360000000
947,,U1627,22548555,33.330669999999998,-117.333299999999994,2008,BUMIcount,5,1.000000000000000,6431,26.410716560269403,6431,22548555,33.330437580000002,-117.333204230000007
948,,U1628,22548541,33.340980000000002,-117.331699999999998,2008,BUMIcount,6,1.000000000000000,6217,63.873621010236548,6217,22549117,33.341267010000003,-117.331096200000005
949,,U1629,22549117,33.349150000000002,-117.329310000000007,2008,BUMIcount,1,1.000000000000000,6093,78.795683771794344,6093,22549117,33.348488510000003,-117.328974090000003
950,,U1630,22548527,33.352789999999999,-117.326650000000001,2008,BUMIcount,3,1.000000000000000,6035,77.989583571597066,6035,22548527,33.352102070000001,-117.326838159999994
951,,U1631,22548523,33.355029999999999,-117.326520000000002,2008,BUMIcount,5,1.000000000000000,5993,82.377347533896199,5993,22548523,33.355709959999999,-117.326851640000001
952,,U1632,22549111,33.361930000000001,-117.321929999999995,2008,BUMIcount,1,1.000000000000000,5869,106.861039603914620,5869,22549111,33.361133029999998,-117.322572410000006
953,,U1633,22548471,33.410910000000001,-117.321500000000000,2008,BUMIcount,15,1.000000000000000,4892,116.154761762419284,4892,22548471,33.411648780000000,-117.320608019999995
954,,U1634,22549111,33.366840000000003,-117.317300000000003,2008,BUMIcount,6,1.000000000000000,5766,98.452203231348420,5766,22549111,33.366555949999999,-117.318292650000004
955,,U1635,22549111,33.378909999999998,-117.308819999999997,2008,BUMIcount,4,1.000000000000000,5588,92.675045632870436,5588,22549111,33.379205290000002,-117.309737940000005
956,,U1636,22549111,33.379620000000003,-117.306479999999993,2008,BUMIcount,1,1.000000000000000,5590,105.573199702338343,5590,22549111,33.379215940000002,-117.305437580000003
957,,U1637,22549111,33.384399999999999,-117.302470000000000,2008,BUMIcount,1,1.000000000000000,5485,83.178235490474577,5485,22549111,33.384633030000003,-117.303306190000001
958,,U1638,22549111,33.384929999999997,-117.299920000000000,2008,BUMIcount,6,1.000000000000000,5487,89.559667827637711,5487,22549111,33.384643470000000,-117.299005559999998
959,,U1639,22549111,33.390479999999997,-117.294849999999997,2008,BUMIcount,10,1.000000000000000,5383,46.649958555170251,5383,22549111,33.390065569999997,-117.294723189999999
960,,U1640,22548497,33.394359999999999,-117.289580000000001,2008,BUMIcount,25,1.000000000000000,5308,140.450672807404345,5308,22548497,33.393688599999997,-117.288283750000005
961,,U1641,22548497,33.395429999999998,-117.284409999999994,2008,BUMIcount,404,1.000000000000000,5271,39.033696548012401,5271,22548497,33.395502460000003,-117.283988539999996
962,,U1642,22548497,33.398769999999999,-117.281850000000006,2008,BUMIcount,1,1.000000000000000,5192,38.826945981330780,5192,22548497,33.399115240000000,-117.281849600000001
963,,U1643,20350883,33.419130000000003,-117.548439999999999,2008,BUMIcount,3,1.000000000000000,4681,85.387070867647211,4681,20350883,33.419869460000001,-117.548664000000002
964,,U1644,20351617,33.391390000000001,-117.507660000000001,2008,BUMIcount,2,1.000000000000000,5335,22.706086016707847,5335,20351617,33.391181310000000,-117.507624789999994
965,,U1646,22548555,33.330669999999998,-117.333299999999994,2008,BUMIcount,1,1.000000000000000,6431,26.410716560269403,6431,22548555,33.330437580000002,-117.333204230000007
966,,U1647,22549117,33.349150000000002,-117.329310000000007,2008,BUMIcount,1,1.000000000000000,6093,78.795683771794344,6093,22549117,33.348488510000003,-117.328974090000003
967,,U1648,22548523,33.357259999999997,-117.326459999999997,2008,BUMIcount,1,1.000000000000000,5961,47.754117264640897,5961,22548523,33.357513900000001,-117.326858380000004
968,,U1649,22549155,33.297820000000002,-117.367469999999997,2008,BUMIcount,8,1.000000000000000,7039,6.056849165211231,7039,22549155,33.297869540000001,-117.367451489999993
969,,U1650,22549155,33.301330000000000,-117.364080000000001,2008,BUMIcount,3,1.000000000000000,6968,85.569732307338114,6968,22549155,33.301490070000000,-117.363170109999999
970,,U1651,22548555,33.324779999999997,-117.336560000000006,2008,BUMIcount,3,1.000000000000000,6552,116.344144851684419,6552,22548555,33.325019949999998,-117.335332469999997
971,,U1652,20351625,33.387799999999999,-117.553910000000002,2008,BUMIcount,2,1.000000000000000,5408,105.292644010740446,5408,20351625,33.387371020000003,-117.554910870000001
972,,U1653,20351625,33.387880000000003,-117.551519999999996,2008,BUMIcount,1,1.000000000000000,5410,99.313175251240594,5410,20351625,33.387390179999997,-117.550610250000005
973,,U1654,20351617,33.394959999999998,-117.504750000000001,2008,BUMIcount,1,1.000000000000000,5265,72.553237218943522,5265,20351617,33.394797869999998,-117.505495260000004
974,,U1655,22548507,33.389840000000000,-117.321740000000005,2008,BUMIcount,1,1.000000000000000,5380,90.222611894820119,5380,22548507,33.389996040000000,-117.322678969999998
975,,U1656,22548507,33.391910000000003,-117.320800000000006,2008,BUMIcount,1,1.000000000000000,5336,25.981811758924142,5336,22548507,33.391805540000000,-117.320535149999998
976,,U1657,22549155,33.294469999999997,-117.370549999999994,2008,BUMIcount,2,1.000000000000000,7115,91.782949336171939,7115,22549155,33.294255260000000,-117.369584450000005
977,,U1658,22549155,33.296430000000001,-117.369439999999997,2008,BUMIcount,5,1.000000000000000,7084,43.352674609374937,7084,22549155,33.296059219999997,-117.369592049999994
978,,U1659,22549155,33.297820000000002,-117.367469999999997,2008,BUMIcount,1,1.000000000000000,7039,6.056849165211231,7039,22549155,33.297869540000001,-117.367451489999993
979,,U1660,22549155,33.299750000000003,-117.366159999999994,2008,BUMIcount,5,1.000000000000000,6998,78.277387728085742,6998,22549155,33.299679820000001,-117.365310840000006
980,,U1661,20350883,33.419130000000003,-117.548439999999999,2008,BUMIcount,1,1.000000000000000,4681,85.387070867647211,4681,20350883,33.419869460000001,-117.548664000000002
981,,U1662,22548559,33.313920000000003,-117.339839999999995,2008,BUMIcount,7,1.000000000000000,6741,37.288532614042069,6741,22548559,33.314184560000001,-117.339588180000007
982,,U1663,22549161,33.272590000000001,-117.377809999999997,2008,BUMIcount,1,1.000000000000000,7621,26.580278507475974,7621,22549161,33.272581969999997,-117.378083410000002
983,,U1664,22549155,33.297820000000002,-117.367469999999997,2008,BUMIcount,4,1.000000000000000,7039,6.056849165211231,7039,22549155,33.297869540000001,-117.367451489999993
984,,U1665,22549111,33.366840000000003,-117.317300000000003,2008,BUMIcount,1,1.000000000000000,5766,98.452203231348420,5766,22549111,33.366555949999999,-117.318292650000004
985,,U1666,22549111,33.379620000000003,-117.306479999999993,2008,BUMIcount,2,1.000000000000000,5590,105.573199702338343,5590,22549111,33.379215940000002,-117.305437580000003
986,,U1667,22549111,33.384399999999999,-117.302470000000000,2008,BUMIcount,1,1.000000000000000,5485,83.178235490474577,5485,22549111,33.384633030000003,-117.303306190000001
987,,U1668,22549111,33.390479999999997,-117.294849999999997,2008,BUMIcount,1,1.000000000000000,5383,46.649958555170251,5383,22549111,33.390065569999997,-117.294723189999999
988,,U1669,22548503,33.390230000000003,-117.278630000000007,2008,BUMIcount,1,1.000000000000000,5384,98.813036437772851,5384,22548503,33.390100410000002,-117.279670039999999
989,,U1670,22548555,33.330669999999998,-117.333299999999994,2008,BUMIcount,5,1.000000000000000,6431,26.410716560269403,6431,22548555,33.330437580000002,-117.333204230000007
990,,U1671,22549155,33.277040000000000,-117.377229999999997,2008,BUMIcount,30,1.000000000000000,7551,124.550447118670334,7551,22549155,33.276189879999997,-117.378098960000003
991,,U1672,22549155,33.297820000000002,-117.367469999999997,2008,BUMIcount,1,1.000000000000000,7039,6.056849165211231,7039,22549155,33.297869540000001,-117.367451489999993
992,,U1673,20330004,33.007899999999999,-116.725800000000007,2008,BUMIcount,0,0.000000000000000,11556,34.933194107018757,11556,20330004,33.007663100000002,-116.726041120000005
993,,U1676,22548503,33.390230000000003,-117.278630000000007,2008,BUMIcount,151,1.000000000000000,5384,98.813036437772851,5384,22548503,33.390100410000002,-117.279670039999999
994,,U1677,22549107,33.397210000000001,-117.265940000000001,2008,BUMIcount,1,1.000000000000000,5234,81.577387616630048,5234,22549107,33.397344580000002,-117.266789360000004
995,,U1692,22549113,33.384869999999999,-117.319810000000004,2009,BUMIcount,1,1.000000000000000,5483,72.807116068849965,5483,22549113,33.384589800000001,-117.320508669999995
996,,U1693,22548507,33.391910000000003,-117.320800000000006,2009,BUMIcount,1,1.000000000000000,5336,25.981811758924142,5336,22548507,33.391805540000000,-117.320535149999998
997,,U1694,22548507,33.397810000000000,-117.322000000000003,2009,BUMIcount,1,1.000000000000000,5229,93.711618932709214,5229,22548507,33.397211769999998,-117.322705639999995
998,,U1695,22548507,33.403199999999998,-117.320030000000003,2009,BUMIcount,8,1.000000000000000,5121,81.361724773528323,5121,22548507,33.402629130000001,-117.320574890000003
999,,U1696,22548471,33.410910000000001,-117.321500000000000,2009,BUMIcount,27,1.000000000000000,4892,116.154761762419284,4892,22548471,33.411648780000000,-117.320608019999995
1000,,U1697,22548471,33.414709999999999,-117.319760000000002,2009,BUMIcount,300,1.000000000000000,4812,101.639216625547974,4812,22548471,33.415256630000002,-117.320621279999997
1001,,U1698,22549165,33.257770000000001,-117.375339999999994,2009,BUMIcount,6,1.000000000000000,7997,66.870026801763160,7997,22549165,33.258156800000002,-117.375874039999999
1002,,U1699,22549161,33.270539999999997,-117.377600000000001,2009,BUMIcount,4,1.000000000000000,7668,52.791849406562051,7668,22549161,33.270778010000001,-117.378075629999998
1003,,U1700,22549155,33.277040000000000,-117.377229999999997,2009,BUMIcount,3,1.000000000000000,7551,124.550447118670334,7551,22549155,33.276189879999997,-117.378098960000003
1004,,U1701,22549155,33.280490000000000,-117.376239999999996,2009,BUMIcount,17,1.000000000000000,7473,79.309643682584792,7473,22549155,33.279804300000002,-117.375966790000007
1005,,U1702,22549155,33.286740000000002,-117.375129999999999,2009,BUMIcount,20,1.000000000000000,7273,87.793453796082503,7273,22549155,33.287020120000001,-117.375997729999995
1006,,U1703,22549155,33.296430000000001,-117.369439999999997,2009,BUMIcount,35,1.000000000000000,7084,43.352674609374937,7084,22549155,33.296059219999997,-117.369592049999994
1007,,U1704,22549155,33.297820000000002,-117.367469999999997,2009,BUMIcount,45,1.000000000000000,7039,6.056849165211231,7039,22549155,33.297869540000001,-117.367451489999993
1008,,U1705,22549155,33.301330000000000,-117.364080000000001,2009,BUMIcount,23,1.000000000000000,6968,85.569732307338114,6968,22549155,33.301490070000000,-117.363170109999999
1009,,U1706,20350859,33.431870000000004,-117.522459999999995,2009,BUMIcount,1,1.000000000000000,4481,93.601305886014501,4481,20350859,33.432608080000001,-117.522926279999993
1010,,U1707,22549155,33.294469999999997,-117.370549999999994,2009,BUMIcount,12,1.000000000000000,7115,91.782949336171939,7115,22549155,33.294255260000000,-117.369584450000005
1011,,U1708,22549155,33.296430000000001,-117.369439999999997,2009,BUMIcount,9,1.000000000000000,7084,43.352674609374937,7084,22549155,33.296059219999997,-117.369592049999994
1012,,U1709,22549155,33.297820000000002,-117.367469999999997,2009,BUMIcount,10,1.000000000000000,7039,6.056849165211231,7039,22549155,33.297869540000001,-117.367451489999993
1013,,U1710,22549155,33.299750000000003,-117.366159999999994,2009,BUMIcount,13,1.000000000000000,6998,78.277387728085742,6998,22549155,33.299679820000001,-117.365310840000006
1014,,U1711,22548507,33.389840000000000,-117.321740000000005,2009,BUMIcount,1,1.000000000000000,5380,90.222611894820119,5380,22548507,33.389996040000000,-117.322678969999998
1015,,U1712,22548507,33.391910000000003,-117.320800000000006,2009,BUMIcount,3,1.000000000000000,5336,25.981811758924142,5336,22548507,33.391805540000000,-117.320535149999998
1016,,U1713,22548471,33.410910000000001,-117.321500000000000,2009,BUMIcount,21,1.000000000000000,4892,116.154761762419284,4892,22548471,33.411648780000000,-117.320608019999995
